12311	5
16171	75
7303	5
15195	35
13566	7
4302	16
8548	4
5786	5
11827	18
7917	7
8791	15
13297	13
4615	0
14437	10
11872	2
2848	26
11481	1
1626	10
12648	3
15955	3
15783	38
8364	70
1106	3
9850	12
12871	8
15265	14
3411	42
12584	0
5919	41
3498	7
10190	16
457	19
9210	25
5018	145
471	92
2205	2
12	4
1872	4
5514	136
16496	58
16212	61
12452	263
1255	7
3711	57
567	13
2917	487
12222	13
15830	3
296	2
12341	11
12821	57
5615	16
6593	87
14131	96
15427	4
4289	11
12870	17
13212	16
110	6
16474	11
4124	27
8506	1
12098	18
777	3
9474	44
12399	21
4838	3
14111	83
5037	0
9307	4
5132	64
15116	257
15581	36
11726	217
4346	67
4864	124
2145	1377
2534	8
2743	12
5174	6
9042	16
14115	28
15087	76
13078	46
4000	129
5891	50
15932	39
13620	12
1560	3
12454	10
14569	6
7296	2
9051	36
7504	16
1937	1
4045	3
5306	56
6863	2
10748	106
3599	2
6330	95
9689	17
9502	34
5594	146
3842	8
6947	147
7680	17
7087	26
6830	20
4284	153
2421	205
10751	1
4708	6
14599	58
5949	7
15049	100
14744	0
9779	6
15367	185
9572	436
10100	189
1452	17
3598	44
3898	27
4944	156
16116	19
15483	102
1042	30
2835	33
11850	28
2637	191
7401	19
5093	3
4792	67
5676	7
14625	60
2001	6
7933	57
438	14
5924	7
387	39
9178	30
10963	7
11409	713
13454	101
2471	35
1862	74
16283	14
1841	49
12104	13
10028	61
6142	8
1163	4
1365	1
13455	30
1657	50
4383	14
15944	38
3543	5
5107	3
11765	3
2586	8
14635	13
5492	58
14289	3
12803	2
850	5
3737	65
16208	6
13031	2
5303	61
463	4
5752	23
2287	79
10250	31
9146	48
14843	212
4839	1
7025	10
11179	21
11389	11
715	5
5790	8
13527	2
7863	2
295	22
4281	4
3667	42
2924	40
12115	4
15009	8
12075	11
4744	92
1284	6
15821	59
8063	66
2419	5
10321	37
6263	4
3375	76
13673	165
345	38
10867	8
13234	12
7572	13
6838	186
8024	36
505	9
7490	13
9143	1
6742	26
9455	161
6114	0
10548	0
13075	7
12988	65
10067	209
15124	1
4610	1
4136	62
11930	48
9192	4
5421	1
4337	15
12358	98
12853	1091
2972	3
13600	8
9728	228
11324	13
716	55
15326	37
8172	150
13868	5
7185	314
1535	3
4329	2
14584	28
4606	22
11990	36
1943	3
12028	35
9111	3
2905	2
1081	39
6983	6
6623	123
2304	17
8874	88
15298	20
13457	11
14924	42
15862	8
14792	3
1695	24
14872	2
726	133
3314	7
15864	18
1362	56
4258	9
543	52
16278	5
5289	119
14733	73
15833	68
3100	1
4987	24
3391	12
7052	2
6197	18
15597	10
12983	4
15580	102
15709	7
14931	83
5661	40
9899	43
8923	50
1819	195
13965	13
1804	3
9016	123
525	820
6101	9
13946	33
11769	3
1242	100
928	13
2126	89
7761	85
9640	6
384	10
15027	4
2036	1
488	251
16002	13
764	9
3473	61
9233	6
8926	5
11950	6
3508	13
3184	0
1549	2
15747	3
8866	5
97	2
1379	16
12344	6
12818	62
11392	38
9463	2
4773	17
14276	12
3885	0
3157	89
2150	5
4868	13
1999	80
3666	34
12739	7
12313	126
9209	105
7256	5
6466	7
1126	59
1485	9
2384	1
2932	136
3525	668
1115	375
5433	0
2059	10
13875	5
12624	17
12545	167
8644	6
2824	45
15866	5
9574	215
1057	1
16472	49
12459	53
7471	37
967	65
10129	16
4810	24
6210	178
2142	11
10593	74
265	5
14515	44
9590	166
115	14
12764	13
1152	52
6441	6
16499	3
12355	34
9358	1
6161	4
5428	602
14962	68
14028	163
15147	62
1553	36
10225	16
6692	103
348	163
9445	921
3629	158
7067	134
4147	3
14847	15
1127	134
11074	26
9520	848
2398	4
5028	29
11873	220
9387	9
3467	29
10202	3
15262	2
2577	68
3371	98
4970	153
10408	38
6563	23
14802	38
2712	1
6286	21
13034	2
15163	0
15008	21
6491	43
11948	7
9159	48
2184	47
15418	88
4348	8
3304	124
2554	25
5002	45
1264	5
13670	4
14146	28
5295	4
13708	30
6296	2
10168	50
6938	7
11697	2
9280	135
8147	65
14483	25
3974	28
11860	31
13879	6
8157	69
9509	1
10852	38
8128	18
10505	71
14757	8
7713	12
11185	27
3255	57
14396	15
9643	0
1636	59
8315	166
6904	12
15763	4
14777	206
12537	26
4201	7
14964	5
16378	2
13183	30
7160	60
9018	8
10166	24
887	11
2135	32
10823	30
7864	4
12981	9
2410	11
14292	1
16074	14
12416	1
