68121	3.0
52655	3.5
39101	4.0
5123	4.5
19174	2.0
87950	2.5
32051	3.5
36155	4.0
99375	2.5
91269	4.5
2917	4.0
5871	4.0
73835	4.5
35123	4.0
42404	4.0
17383	4.0
19971	2.5
86896	3.0
18255	4.0
21616	4.0
62935	5.0
42788	3.0
60247	4.5
97526	3.5
95495	3.0
46828	3.5
55279	2.5
35444	2.0
15471	4.5
2858	3.0
81973	2.5
27789	3.0
60863	4.0
60346	3.5
51847	5.0
36338	5.0
90147	3.0
11354	4.0
69642	5.0
60444	3.0
12781	3.0
56553	2.5
4937	4.0
76158	4.0
39518	2.5
34998	3.5
70935	2.5
46020	2.0
55558	3.0
69685	4.0
44772	4.0
8315	5.0
15531	1.5
61672	2.5
74602	4.5
87034	4.5
52047	2.5
57002	4.5
94757	3.5
37057	4.5
23749	4.5
95441	4.5
94907	3.0
56498	3.5
39326	4.5
73572	4.0
84256	4.5
55741	4.5
28980	4.5
26441	4.5
13532	4.5
35637	5.0
98431	5.0
76583	3.5
40888	3.5
88123	3.5
71438	4.0
42666	4.0
32192	4.0
77928	1.5
11155	4.0
30431	3.5
76707	4.5
73843	3.0
42943	2.0
15406	4.5
70706	3.5
30967	3.0
61783	4.5
34834	3.5
50344	3.0
34449	2.5
35231	5.0
56724	2.5
40051	4.0
66110	1.5
25560	3.0
14723	3.5
8187	3.0
50893	3.5
93473	3.5
81855	3.0
29468	4.5
72704	2.5
85574	3.5
100352	4.0
69338	4.0
13796	3.5
29159	4.5
58489	2.0
54663	5.0
32470	4.5
27282	5.0
7547	3.0
63676	3.5
87117	4.0
97654	2.5
47283	4.0
49036	1.5
34616	3.5
48690	3.5
44378	4.0
92667	5.0
48167	2.5
10861	4.5
67137	4.0
91103	4.0
45039	5.0
99239	5.0
24743	3.5
12019	4.5
53427	4.5
58025	3.0
7340	4.0
63478	1.5
50393	3.5
38792	3.5
22386	3.0
55213	4.0
97009	2.5
66218	2.5
83030	1.5
44072	4.0
37415	1.5
42036	1.5
30203	3.5
58976	4.0
59865	4.0
61634	4.0
91733	4.0
61229	4.5
80168	4.5
15419	3.5
39198	3.5
49183	4.5
79508	4.0
70677	3.0
35288	4.0
36121	4.0
26257	3.5
61717	4.0
5171	4.5
42007	4.5
19015	4.0
14699	4.5
58222	4.0
75596	3.5
12947	4.0
38745	4.5
81643	3.5
71422	3.5
89739	4.5
13752	3.0
60777	4.0
28310	4.0
92607	3.5
75245	4.5
36417	3.5
86030	4.5
44408	2.5
16886	3.0
28091	4.5
33897	3.0
62059	3.0
71158	3.5
48793	3.5
95344	4.5
30121	4.0
74205	4.0
20510	4.0
64143	3.5
8777	4.5
20138	3.0
43046	3.0
20341	3.5
65413	3.5
39894	3.5
76586	4.5
1297	3.5
85491	3.5
72514	1.0
66487	5.0
94363	4.5
11846	3.5
32762	4.0
97071	4.5
10639	4.0
52613	3.0
78004	4.5
20366	3.5
40343	3.0
24155	4.5
32615	5.0
41706	4.5
25605	3.5
15166	2.0
84206	2.5
74746	3.5
39713	4.5
76073	4.5
35036	4.0
9628	4.0
38134	4.5
93286	5.0
89740	3.5
9964	2.5
24693	5.0
60447	4.5
90707	3.5
36515	2.5
75692	1.5
35475	2.0
10227	4.0
4623	3.5
71641	3.5
40756	3.0
41953	4.0
21948	4.0
86913	2.5
50126	4.0
74683	4.0
76688	4.0
90617	3.0
92170	4.5
3466	4.0
27877	4.0
16152	4.0
56353	4.5
78699	2.5
74248	3.0
18657	4.5
90655	3.5
29149	4.0
99812	4.0
71786	1.5
29846	2.5
89102	2.5
6417	3.0
53139	3.5
61894	4.5
33127	4.0
89836	3.0
93540	4.0
43480	5.0
35846	4.5
91459	4.5
27554	2.5
29023	4.5
75339	4.5
23369	4.5
40930	3.5
58260	4.0
95692	4.0
96510	3.5
47674	5.0
58508	5.0
99281	4.5
44518	4.5
29078	2.5
35760	3.5
58044	4.5
35597	3.5
2424	2.5
31752	4.0
75834	4.0
77084	4.5
85048	4.5
67245	4.0
85618	4.0
15087	2.5
66994	5.0
56855	4.5
537	2.5
55072	4.0
55075	3.0
9321	4.0
73570	4.0
35522	3.5
21887	4.0
70423	5.0
45887	4.0
83110	3.0
91370	2.5
48636	3.0
25213	3.0
100373	4.5
17345	4.0
90427	3.5
89175	5.0
62690	4.0
17784	4.5
25578	4.5
95458	4.0
87146	4.5
64250	2.0
82587	4.5
43035	4.5
8106	4.0
66016	2.0
58765	4.0
59593	2.5
73659	3.5
39194	5.0
63893	4.5
45848	4.0
28160	4.0
7631	4.5
16904	4.5
21442	4.0
9234	4.0
67747	3.0
77354	5.0
38963	2.5
65860	3.5
31401	1.5
59892	4.0
89773	3.0
11021	3.5
54738	2.5
9098	3.0
2336	2.5
58531	3.5
65934	4.0
4234	3.5
97764	5.0
63458	4.5
40688	1.5
44688	5.0
35801	2.0
82658	4.0
21974	3.0
57358	2.5
98894	4.0
4155	4.0
23275	4.0
63021	4.0
17802	4.0
19884	3.0
32608	5.0
92289	4.0
87360	5.0
57700	4.0
100611	4.0
50032	4.0
3892	4.5
87922	3.0
72766	4.5
47144	3.0
23086	4.0
17637	4.5
70673	4.5
94799	4.0
10741	5.0
47735	3.5
8853	3.0
58528	2.0
53069	4.0
45076	4.0
49914	4.0
81528	5.0
46206	4.0
62356	2.5
29275	4.5
15859	4.0
57465	4.0
73353	4.0
34541	4.0
16188	4.5
64450	2.0
79828	3.0
70108	3.0
36444	4.5
76165	4.0
83328	4.5
54563	5.0
19208	3.5
47156	5.0
30390	3.0
1699	4.0
79941	3.0
36923	2.5
79386	4.0
48263	4.0
92901	5.0
31330	4.0
25622	4.0
97122	3.5
25933	3.0
62350	4.5
58495	2.5
68710	4.0
36915	4.5
95774	5.0
29463	1.0
45313	3.5
81725	3.5
8148	3.5
50181	1.0
11955	2.5
26459	4.0
16987	2.5
14414	3.5
67967	3.5
3731	3.5
88693	4.0
56773	5.0
20402	4.0
17756	4.0
86471	4.5
73690	4.5
23850	3.5
96864	3.5
30422	3.5
85623	4.0
8373	4.5
83560	2.5
90829	3.0
5775	3.5
74794	5.0
82584	4.5
79592	4.0
17255	4.5
61067	4.5
28558	2.5
46349	4.5
16032	4.0
16719	4.0
95460	5.0
68159	4.5
96890	5.0
42487	3.5
84979	4.0
57234	4.5
63777	4.0
40547	3.5
62310	3.5
79228	4.0
12913	2.5
6828	3.5
72703	3.0
91505	4.0
5628	4.5
25611	3.5
82186	3.5
63260	3.0
4414	4.0
34623	3.5
65889	3.0
56596	4.0
99844	3.0
68214	4.5
80285	3.0
20382	2.5
83527	4.5
14208	2.0
53402	4.5
92888	3.0
73393	2.5
93142	4.0
71723	2.0
5570	4.5
51789	4.5
40510	4.0
64495	4.5
94988	2.5
34595	3.0
45744	3.5
17866	2.5
83793	4.5
83373	4.5
88522	4.5
31686	4.5
67348	2.0
12500	5.0
20673	3.5
91559	3.5
58239	4.5
88660	4.0
31703	4.5
32513	4.0
98685	3.0
21481	4.5
11214	2.5
84620	3.5
30844	3.5
91405	5.0
29589	3.5
48478	3.5
28139	4.5
1322	2.5
19420	4.5
2409	2.0
47812	2.0
88312	4.5
71061	4.0
22048	4.0
84515	5.0
49603	5.0
63033	4.0
16618	4.0
14911	5.0
88345	2.5
79151	3.0
31156	4.5
73292	4.0
20108	3.5
8384	3.5
35634	4.5
64426	2.0
54426	4.0
35546	4.0
92172	3.5
96259	2.0
76483	3.0
596	2.5
32494	4.0
48535	3.0
69289	3.5
56457	2.0
19569	1.0
56321	3.0
36377	4.0
21659	3.5
47573	3.5
86624	3.5
95079	3.5
10776	3.0
7968	4.0
77971	1.0
39310	5.0
79792	3.0
87377	2.0
83792	3.5
95864	3.5
39581	3.0
76364	3.5
18103	2.0
33795	2.5
55832	3.5
67833	4.0
78506	4.0
3936	3.0
48400	4.5
26203	3.5
11070	5.0
84556	3.5
13913	2.5
59660	3.0
24041	2.5
58593	2.0
69074	4.0
36892	3.5
26465	4.5
80726	4.0
77643	2.5
82331	4.0
10164	4.0
74091	4.5
54671	4.0
32399	4.0
42089	4.0
50683	4.5
55029	1.5
57200	4.5
7716	4.0
36827	4.5
80286	5.0
47163	4.0
7454	3.0
91763	2.0
79658	4.5
17553	4.0
1265	4.0
21269	5.0
7806	3.5
52311	3.5
26131	4.5
4569	5.0
23219	3.0
69807	2.0
42469	3.0
55573	5.0
45376	4.0
45769	3.5
24523	2.5
98836	4.0
35868	5.0
71809	3.0
35461	1.5
82976	3.0
75197	4.5
73709	2.5
3865	3.0
17912	4.0
22732	4.0
68178	4.0
2840	1.5
96121	3.0
50088	3.5
53023	4.0
45731	4.0
86027	3.5
98546	4.5
25570	4.0
8492	3.5
73003	3.0
72835	4.0
42352	3.5
53909	4.5
88672	4.5
72792	4.5
8279	5.0
68607	3.0
84499	3.0
23442	4.0
84293	3.5
60847	4.5
92783	3.5
80134	3.5
44159	3.5
59387	4.0
25680	5.0
85241	4.0
84334	2.5
50915	4.0
76283	4.0
24728	2.5
76113	3.5
90344	3.0
47593	4.5
54651	4.0
99831	3.5
67625	1.0
10158	2.5
99367	1.5
14152	5.0
72427	3.5
31847	4.5
57938	3.0
7992	3.5
5954	3.5
38150	5.0
84153	4.0
66464	4.0
90041	3.5
11089	4.5
21579	4.0
12064	3.0
14926	3.0
30789	4.0
11005	2.5
49292	5.0
50329	2.5
100667	3.0
95550	4.5
82803	4.0
80331	5.0
19129	3.5
29485	4.0
2523	4.5
5238	2.5
14913	4.0
63236	4.5
10932	3.0
77630	4.0
30829	5.0
83514	4.0
5743	4.5
64223	4.5
82074	4.5
88757	3.5
61686	3.5
80070	3.0
22279	3.0
27743	4.5
55016	3.0
42403	3.5
65663	5.0
60209	4.0
46528	3.5
49406	3.0
6034	2.5
57351	2.5
91603	1.5
52760	4.0
14914	4.5
91206	4.5
69870	4.0
31275	4.5
5030	2.5
9122	4.5
47700	3.0
55787	2.5
79664	2.5
